,Review,Calification
87,"Me pareció muy buena profesora. Siempre está dispuesta a resolver preguntas en sus clases, y es paciente. Puede explicar varias veces si es necesario. Aprendí bastante con ella. El temario del curso es en base a una serie de diapositivas y todos los temas de los parciales son explicados en clase (a excepción tal vez del tema de polígonos inscritos ...Leer más...",4.5
88,"Pros: Es amable
Resuelve dudas
Califica de forma justaCons: Se equivoca demasiado
Se acelera
La explicación podría ser mejor",3.5
89,"Es respetuosa, pero en la parte académica se enreda al explicar, va corriendo en las explicaciones sin preocuparse si los estudiantes están entendiendo, generando que el estudiante no pueda tener las bases para aplicar al momento resolver problemas diferentes a los explicados en clase.",2
90,"Realmente no es mala profesora, pero es muy joven y le falta mucha cancha.En todo; a veces se enreda explicando, explica rápido, no es muy consciente de si esta explicando de manera clara o si la gente le entendió o no, a ratos se aparta de los estudiantes y su clase a ratos parece más un monólogo con ella misma. Aunque a medida que coja más experi...Leer más...Pros: Los parciales son bastante trabajables.
Hace muchos quizes y suelen ser muy sencillos,realmente es fácil dejarlos en 5.
Es muy respetuosa.",3
91,"Es buena profesora, se preocupa por que la gente entienda pero en ocasiones puede ir muy rápido. Se enreda en ocasiones al explicar Pros: Es amable
Se aprende bienCons: Va muy rapido
Se enreda en clase ",3.5
92,Trata de dar una enseñanza integral de los temas aunque a veces no los sabe transmitir bien  y se enreda un poco. califica los parciales justamente. hace quices cada ocho dias faciles si se repasa y los talleres que manda es importante resolverlos ya que de estos salen los parciales.Pros: Trata de enseñar integralmente. resuelve las dudas en momentos extraclase amablemente.Cons: se enreda en clases. se extiende demasiad en la resolucion de preguntas lo cual hace que se pierda tiempo y luego se avance a la carrera.,3.5
93,"Es pésima explicando, muchas veces se confunde ",2
94,"Explicando el man ES LO MÁS!
Se aprende muchísimooo, eso si como enseña exige en sus parciales y tira a matar, pero si se estudia bien y se hacen los talleres que él manda le va muy bien.
Es algo temperamental, aclara muy bien las dudas y a veces es chistoso,en general es un excelente profesor.Pros: Se aprende mucho, incluso sale con bases para futuros cursos.Cons: Aveces va muy rápido en las clases.",4.3
95,"Pros: Sabe explicar muy bien los temas, la clase es amena y se aprende mucho.Cons: Si se distrae de la clase no va a entender lo que está en el tablero, su letra no es la mejor. Si no tiene buenas bases matemáticas va a sufrir, pues él es bastante riguroso y espera que sepa a la perfección lo de los cursos pasados.",4.5
96,"Uno de los mejores profesores de matemáticas de la universidad. Explica todos los temas importantes del curso. Se hace entender muy bien y en los exámenes pregunta lo que se ha visto. Califica tal cual como enseña. Se puede dejar en 5 pero eso sí, con mucho esfuerzo. No es recomendable para personas que no estén acostumbradas a seguir un estudio au...Leer más...Pros: Clases entretenidas y 100% entendibles, muy exigente lo que motiva el estudio autónomoCons: Ocasionalmente pone problemas de mucha dificultad en los parciales",5
97,"El profesor explica correctamente los temas y resuelve las dudas que se planteen; aunque en ocasiones al querer solucionarlas se confunde, por lo cual, se pierde tiempo en clase.
En general la clase es amena, sin embargo al momento de escribir es algo desordenado lo cual puede llegar a confundir un poco. 
Los parciales se realizaron de manera conju...Leer más...Pros: Buenas explicaciones.
Clases no aburridas.
Califica de manera amable.Cons: Algo desordenado al escribir.
A veces se confunde al querer resolver dudas.",4
98,"Es quizá el mejor profesor de matemáticas que tuve, a la hora de explicar es sublime, conciso, claro y se preocupa por resolver dudas mientras no sean de cursos anteriores al que se este cursando. Su manera de evaluar es sencilla ya que pregunta sobre lo que explicó pero a la hora de calificar se vuelve demasiado estricto ya que requiere de saber r...Leer más...Pros: Un maestro explicando.Cons: Los parciales requieren de una preparación y desarrollo extraordinario ya que es sumamente estricto calificando.",4
99,Exageradamente exigente. Es muy díficil aprobar una materia con élCons: Deja estudiantes con 2.9,1.5
100,"Las clases son así: Llega, hace un chiste, pone un ejercicio en el tablero, sale a tomar un café, vuelve a los 30 minutos, resuelve el ejercicio y finalmente hace chistes malos.
Nunca enfatiza en los temas, simplemente los menciona como si conociéramos todo. Además en imposible participar porque a los que preguntan los humilla. ",2
101,"Es el peor profesor para meter calculo diferencial, sus notas no tienen sentido, así como se debería calificar sobre 5, al man no le importa y califica una nota del 33% de la materia sobre 3 ni siquiera siendo supletoria sólo por que quiere. Pros: NingunoCons: Todos",1.5
102,"F con rene,re f",1.5
103,"Profesor que nunca califica el nivel de sus estudiantes en su materia, es humillador y se salta temas. Pierde la mitad de sus clases hablando de temas que no tienen nada que ver con la asignatura y pone ejercicios imposibles de resolver en base a lo que el enseña.Pros: -Si usted pasa con el sientase un duro en esa materia
-Hace parciales grupales y se sale en algunos de ellos incluso todo el parcialCons: -No explica los temas adecuadamente
-Se salta clases
-Resuelve dudas humillando a quien pregunta",1.5
104,"Pésimo profesor. No hace clases, humilla a sus estudiante y no hace más que jactarse de su salario y experiencia en USA. Cons: Parciales imposibles. ",1.5
105,"Malisimo!! pero malo con ganas, pone unas diapositivas y recita el libro de calculo tal cual, super aburridoras sus clases, no se le entiende nada, mejor estudiar por cuenta de uno ya que se confunde y explica enredado, me tire la materia con el y al siguiente semestre la vi con Nieto y fue un paseo... nieto si explica bienPros: NingunoCons: Todo lo que ya dije ",1
106,"Este profesor es una Madre y su humor hace amenas estas clases que pueden ser tan pesadas, los talleres que deja , aunque no den nota ayudan mucho con los parciales y hasta quizes, no da sorpresas desagradables con ejercicios imposibles, En mi caso logramos ver todo el temario básico, pero he escuchado que con otros profes el curso es más completo....Leer más...",4
107,"Por lo general deja una lista de ejercicios recomendados que no califica. Requiere bastante trabajo de su parte, estudio autónomo si la quiere dejar alta, es hasta cinqueable si le mete la ficha. Si tiene buenas bases, no problem. El profesor sabe bastante. No me sentí muy a gusto con su manera de enseñar pues estoy acostumbrado y me gustan otros m...Leer más...Pros: El profesor ayuda bastante, es una madre. Tiene la disposición de mejorar al tener en cuenta su evaluación docente.Cons: o avanza muy rápido o muy lento y no se alcanzan a ver todos los temas, que fue mi caso. ",3.3
108,"Es un buen profesor, explica muy bien los temas y es bastante ordenado. Escribe mucho en clase pero es organizado, es decir permite tomar buenos apuntes. Es puntual para todas las clases y avanza rápido los temas, si no se esta atento uno se puede perder un poquito. 
En multivariado fueron 4 parciales y quita la peor nota.Pros: - Evita demostraciones
- Entrega las fechas de los parciales el primer dia y las cumple.Cons: - El horario: las clases son de 6 a 8 de la noche.
",4
109,"La clase es muy entretenida, el profesor se nota que maneja muy bien el tema y explica muy bien. Con suficientes ejemplos para poder estudiar. Deja un taller como de 130 puntos el cual no califica pero sirve de ayuda para estudiar y algunos puntos (generalmente los más dificiles) salen en El parcial. El problema es que los parciales son absurdament...Leer más...Pros: Se aprende mucho
Explica muy bien
Es ordenado
Ayuda al finalCons: No atiende dudas fuera de clase
Califica muy duro
100% sale de los parciales.
Parciales difíciles
",4
110,"Es el mejor profesor con el que he tenido clase, explica muy bien y sus clases son muy buenas, sin embargo, así como da, exige, hay que hacer los ejercicios que él recomienda y aprenderse las ecuaciones.",4
111,"Un muy buen profesor, las clases a pesar del horario no son aburridas y tiene talento para explicar y enseñar. Deja talleres opcionales con muchos ejercicios y los parciales son pesados, por lo que hay que trabajar mucho. Por lo general quita el peor parcial y al final ayuda un poco.Pros: Se aprende mucho
Resuelve cualquier dudaCons: La materia es muy pesada",4.6
112,"muy buen profesor, se nota que sabe demasiado, le rinde el tiempo hasta para 3 temas por clase y se hace entender muy bien, los parciales son pesados pero deja artos talleres no obligatorios ademas a veces saca puntos de ellos para los parciales.Pros: Explica muy bien
Ayuda con un incentivo en la notaCons: Explica rapido",5
113,"En ecuaciones diferenciales explica muy bien y resuelve cualquier duda por más pequeña que sea, es de los profesores más claros y lucidos a la hora de explicar. Basta con hacer los ejercicios propuestos por él para prepararse para un parcial. Realiza quices semanales y quita el peor. Si se tiene disciplina con los ejercicios fácilmente se puede dejar alta.  Pros: Muy bueno explicando, tiene dominio total del tema.Cons: Su horario de 6 a 8pm pero en verdad vale la pena.",4.9
114,Pros: Sus parciales son facilesCons: A veces no organiza bien el tiempo de las clases,4.7
115,"Explica bien,es amable, los parciales son fáciles (no pide ninguna demostración) y generalmente los puntos salen de los ejemplos que pone en clase o del taller que manda ,recomiendo hacer los talleres, con eso se dejan seguramente en 5 todos los parciales (los talleres son relativamente fáciles).Pros: Parciales  fáciles, se pueden dejar en 5 si se hacen los talleres.Cons: A veces se enreda o se equivoca en los ejemplos, pero nada importante, el concepto se entiende claramente y generalmente los estudiantes lo corrigen.",5
116,"Enseña muy bien y hace que uno le coja gusto a la materia. Es un profesor extremadamente amable con sus estudiantes y hace que uno se sienta muy cómodo. Algunos parciales son complicados pero vale mucho la pena meter con él Pros: Es amable
Se aprende
Las clases son entretenidasCons: Califica duro",5
117,"Buen profesor, explica muy bien aunque aveces va rápido con las demostraciones, lo cual compensa dejando pasar voluntarios al tablero para explicar como lo entendieron.Pros: Entrega buen material de estudio, deja talleres y pasa los parciales de semestres anteriores, lo cual ayuda mucho a prepararse.

El primer parcial es muy facil si se estudio suficienteCons: El segundo parcial es duro, toca estudiar bastante ahí.",4.5
118,"Vi clase con él en el 2013, y me pareció buen profesor. Explica bien y atiende a las dudas de los estudiantes. Deja talleres que en verdad ayudan bastante para entender los temas, y los quices y parciales son absolutamente trabajables. Tal vez el problema es que la materia fue en un auditorio y fue para 90 personas, por lo que tal vez no había el s...Leer más...Pros: Quices y parciales trabajables",4
119,"Muy buen profesor, explica muy bien los temas. Las demostraciones las hace claras y muy concisas, siempre explicando sus razonamientos. No deja talleres entonces es muy recomendable hacer bastante trabajo autónomo con el libro. Siempre deja una copia de un parcial y de un quiz anterior para que uno se vaya adaptando y preparando. Cuando ve que el grupo va mal en un parcial da tips y orienta,Pros: Explica bien.
Siempre está dispuesto a resolver dudas.
Recibe comentarios y ofrece incentivos por nuevas demostraciones, que sean más concisas o directas.Cons: A veces llega tarde.
No deja talleres, toca mucho trabajo autónomo. 
No organiza bien el tiempo, se quedaron muchos temas sin ver.",4.3
